Frequency,Uncertainty,A,Intensity,Molecule,Isotopologue,Dataset,"E""",g',"g""",J',"J""",QN',"QN"""
  148.682881,    0.000001,7.4614E-01,1.7501E-22,H2O,1H2-16O,POKAZATEL, 1875.469702,    11,     9,      5,      4,  2  4  0  1  0  A1                               ,  1  3  0  1  0  A2                               
  148.719469,    0.000041,7.6019E-01,1.7109E-28,H2O,1H2-16O,POKAZATEL, 5107.728760,    57,    57,      9,      9,  6  3  1  0  0  B1                               ,  5  4  1  0  0  B2                               
  148.878586,    0.000009,5.9989E-03,1.4688E-28,H2O,1H2-16O,POKAZATEL, 4050.512242,    39,    33,      6,      5,  2  5  1  0  0  B1                               ,  5  0  0  2  0  B2                               
  148.896759,    0.000006,3.8922E-01,5.7824E-26,H2O,1H2-16O,POKAZATEL, 3597.865937,    27,    27,      4,      4,  4  1  0  2  0  B1                               ,  3  2  0  2  0  B2                               
  149.023683,    0.000029,9.1794E-01,1.2683E-26,H2O,1H2-16O,POKAZATEL, 4199.390828,    45,    39,      7,      6,  1  6  1  0  0  B2                               ,  2  5  1  0  0  B1                               
  149.027662,    0.000015,1.5353E-01,5.9492E-24,H2O,1H2-16O,POKAZATEL, 2437.501041,    27,    25,     13,     12,  5  9  0  0  0  A2                               ,  6  6  0  0  0  A1                               
  149.055420,    0.000001,1.2249E+00,7.6440E-19,H2O,1H2-16O,POKAZATEL,  136.163928,     7,     5,      3,      2,  3  1  0  0  0  A2                               ,  2  0  0  0  0  A1                               
  149.380057,    0.000005,5.9509E-01,2.0014E-26,H2O,1H2-16O,POKAZATEL, 3719.492816,    11,    11,      5,      5,  4  2  0  2  0  A1                               ,  3  3  0  2  0  A2                               
  149.662876,    0.000081,7.6277E-01,1.0203E-28,H2O,1H2-16O,POKAZATEL, 4777.199923,     7,     5,      3,      2,  2  2  0  3  0  A1                               ,  1  1  0  3  0  A2                               
  149.854870,    0.000031,8.7762E-01,2.1404E-26,H2O,1H2-16O,POKAZATEL, 4049.535958,    39,    33,      6,      5,  2  5  1  0  0  B1                               ,  1  4  1  0  0  B2                               
  149.919081,    0.000058,6.0876E-01,3.5761E-28,H2O,1H2-16O,POKAZATEL, 4926.346515,    63,    63,     10,     10,  3  8  1  0  0  B2                               ,  2  9  1  0  0  B1                               
  149.989331,    0.000141,2.2592E-01,1.5126E-29,H2O,1H2-16O,POKAZATEL, 5186.336143,    25,    25,     12,     12,  3  9  0  2  0  A2                               ,  0 12  1  0  0  A1                               
  150.170177,    0.000037,6.6311E-01,3.7554E-28,H2O,1H2-16O,POKAZATEL, 4889.456830,    51,    51,      8,      8,  6  3  1  0  0  B1                               ,  5  4  1  0  0  B2                               
  150.238243,    0.000059,6.7948E-01,1.2823E-28,H2O,1H2-16O,POKAZATEL, 4889.403555,    17,    17,      8,      8,  6  2  1  0  0  A1                               ,  5  3  1  0  0  A2                               
  150.421994,    0.000004,9.2423E-01,4.3996E-22,H2O,1H2-16O,POKAZATEL, 2124.949921,    75,    75,     12,     12,  5  8  0  0  0  B2                               ,  4  9  0  0  0  B1                               
  150.516935,    0.000003,1.2460E+00,2.3169E-18,H2O,1H2-16O,POKAZATEL,  134.901644,    21,    15,      3,      2,  3  0  0  0  0  B2                               ,  2  1  0  0  0  B1                               
  150.548955,    0.000004,7.2893E-01,4.2821E-26,H2O,1H2-16O,POKAZATEL, 3864.965828,    39,    39,      6,      6,  4  3  0  2  0  B1                               ,  3  4  0  2  0  B2                               
  150.756603,    0.000004,8.6300E-01,7.8195E-22,H2O,1H2-16O,POKAZATEL, 1724.704668,    21,    21,     10,     10,  6  4  0  0  0  A1                               ,  5  5  0  0  0  A2                               
  150.756810,    0.000340,1.0950E-01,3.6702E-29,H2O,1H2-16O,POKAZATEL, 4919.251072,    35,    33,     17,     16, 10  8  0  0  0  A1                               , 11  5  0  0  0  A2                               
  150.778125,    0.000276,1.0955E-01,1.1014E-28,H2O,1H2-16O,POKAZATEL, 4919.250891,   105,    99,     17,     16, 10  7  0  0  0  B1                               , 11  6  0  0  0  B2                               
  150.837015,    0.000003,6.8687E-01,5.4762E-24,H2O,1H2-16O,POKAZATEL, 2690.593496,    19,    19,      9,      9,  3  7  0  1  0  A2                               ,  2  8  0  1  0  A1                               
  150.876707,    0.000005,8.3301E-01,1.1826E-25,H2O,1H2-16O,POKAZATEL, 3587.665348,    25,    25,     12,     12,  3  9  0  1  0  A2                               ,  2 10  0  1  0  A1                               
  150.937673,    0.000057,5.4287E-01,2.2733E-28,H2O,1H2-16O,POKAZATEL, 4695.836181,    15,    15,      7,      7,  6  2  1  0  0  A1                               ,  5  3  1  0  0  A2                               
  150.939100,    0.000041,5.4549E-01,6.8526E-28,H2O,1H2-16O,POKAZATEL, 4695.836179,    45,    45,      7,      7,  6  1  1  0  0  B1                               ,  5  2  1  0  0  B2                               
  151.052439,    0.000139,1.7796E-01,3.9101E-29,H2O,1H2-16O,POKAZATEL, 4981.467640,    31,    29,     15,     14,  6 10  0  1  0  A1                               ,  7  7  0  1  0  A2                               
  151.156049,    0.000050,3.3608E-01,2.7394E-28,H2O,1H2-16O,POKAZATEL, 4526.720030,    13,    13,      6,      6,  6  0  1  0  0  A1                               ,  5  1  1  0  0  A2                               
  151.156380,    0.000050,3.3581E-01,8.2117E-28,H2O,1H2-16O,POKAZATEL, 4526.719729,    39,    39,      6,      6,  6  1  1  0  0  B1                               ,  5  2  1  0  0  B2                               
  151.302646,    0.000003,9.4511E-01,5.0377E-19,H2O,1H2-16O,POKAZATEL,  552.911386,    45,    39,      7,      6,  1  6  0  0  0  B2                               ,  2  5  0  0  0  B1                               
  151.820366,    0.000004,8.7305E-01,3.6609E-24,H2O,1H2-16O,POKAZATEL, 3072.725913,    63,    63,     10,     10,  4  7  0  1  0  B1                               ,  3  8  0  1  0  B2                               
  151.832685,    0.000025,1.7688E-02,4.2041E-28,H2O,1H2-16O,POKAZATEL, 3974.630534,    27,    27,      4,      4,  3  1  0  0  1  B1                               ,  0  4  0  0  1  B2                               
  152.027837,    0.000002,7.2836E-01,2.4023E-23,H2O,1H2-16O,POKAZATEL, 2572.138963,    45,    45,      7,      7,  5  2  0  1  0  B2                               ,  4  3  0  1  0  B1                               
  152.080182,    0.000028,5.3893E-03,3.8212E-29,H2O,1H2-16O,POKAZATEL, 4332.911901,    45,    45,      7,      7,  3  4  1  0  0  B2                               ,  1  7  0  0  1  B1                               
  152.235066,    0.000053,2.7616E-01,2.5288E-28,H2O,1H2-16O,POKAZATEL, 4600.497051,    21,    19,     10,      9,  3  7  0  2  0  A2                               ,  4  6  0  2  0  A1                               
  152.407126,    0.000036,8.5529E-01,2.3996E-27,H2O,1H2-16O,POKAZATEL, 4296.563403,    15,    13,      7,      6,  1  6  0  0  1  A1                               ,  2  5  0  0  1  A2                               
  152.494184,    0.000001,6.4440E-01,1.3637E-20,H2O,1H2-16O,POKAZATEL, 1293.633702,    63,    63,     10,     10,  3  8  0  0  0  B2                               ,  2  9  0  0  0  B1                               
  152.604605,    0.000003,2.1116E-01,2.1722E-25,H2O,1H2-16O,POKAZATEL, 3383.265129,    69,    63,     11,     10,  4  7  0  1  0  B1                               ,  5  6  0  1  0  B2                               
  152.615755,    0.000023,9.4553E-02,2.3976E-28,H2O,1H2-16O,POKAZATEL, 4572.446180,    51,    45,      8,      7,  2  6  0  0  1  B2                               ,  4  3  1  0  0  B1                               
  152.852138,    0.000101,5.2953E-01,4.4386E-29,H2O,1H2-16O,POKAZATEL, 5256.844996,    45,    45,      7,      7,  1  6  0  3  0  B2                               ,  0  7  0  3  0  B1                               
  152.853265,    0.000004,7.6922E-01,2.1486E-26,H2O,1H2-16O,POKAZATEL, 4071.733089,    51,    51,      8,      8,  3  6  0  2  0  B2                               ,  2  7  0  2  0  B1                               
  152.890847,    0.000005,4.2340E-01,1.6137E-23,H2O,1H2-16O,POKAZATEL, 2337.463063,    17,    17,      8,      8,  1  7  0  1  0  A2                               ,  0  8  0  1  0  A1                               
  152.941913,    0.000011,7.2306E-03,1.5134E-28,H2O,1H2-16O,POKAZATEL, 4243.108241,    87,    93,     14,     15,  4 11  0  1  0  B1                               ,  1 14  0  1  0  B2                               
  152.954787,    0.000004,8.3831E-01,8.2613E-27,H2O,1H2-16O,POKAZATEL, 4033.614490,    15,    15,      7,      7,  4  4  0  2  0  A1                               ,  3  5  0  2  0  A2                               
  153.229448,    0.000051,7.9717E-01,5.2538E-29,H2O,1H2-16O,POKAZATEL, 5276.464440,    39,    39,      6,      6,  3  4  0  3  0  B2                               ,  2  5  0  3  0  B1                               
  153.253966,    0.000104,1.6405E-01,9.0731E-29,H2O,1H2-16O,POKAZATEL, 4784.998018,    31,    29,     15,     14,  5 11  0  1  0  A2                               ,  6  8  0  1  0  A1                               
  153.453872,    0.000003,9.3776E-01,8.8760E-19,H2O,1H2-16O,POKAZATEL,  399.457514,    39,    33,      6,      5,  2  5  0  0  0  B1                               ,  1  4  0  0  0  B2                               
  153.536032,    0.000061,2.1323E-03,1.5154E-24,H2O,1H2-16O,POKAZATEL, 1806.670049,    25,    27,     12,     13,  2 10  0  0  0  A1                               ,  1 13  0  0  0  A2                               
  153.714340,    0.000003,6.0607E-01,1.3046E-23,H2O,1H2-16O,POKAZATEL, 2399.165320,    13,    13,      6,      6,  5  1  0  1  0  A2                               ,  4  2  0  1  0  A1                               
  153.905641,    0.000057,1.5573E+00,1.0347E-29,H2O,1H2-16O,POKAZATEL, 5809.613599,    51,    45,      8,      7,  1  8  1  1  0  B2                               ,  0  7  1  1  0  B1                               
  154.085800,    0.000001,8.3469E-01,6.5332E-21,H2O,1H2-16O,POKAZATEL, 1477.297167,    57,    57,      9,      9,  6  3  0  0  0  B1                               ,  5  4  0  0  0  B2                               
  154.134593,    0.000148,1.3777E+00,4.2730E-29,H2O,1H2-16O,POKAZATEL, 5258.867802,    17,    15,      8,      7,  0  8  0  3  0  A1                               ,  1  7  0  3  0  A2                               
  154.232037,    0.000095,6.9779E-01,4.5955E-29,H2O,1H2-16O,POKAZATEL, 5182.093437,    25,    25,     12,     12,  3  9  0  2  0  A2                               ,  2 10  0  2  0  A1                               
  154.280575,    0.000002,3.8614E-01,4.2556E-23,H2O,1H2-16O,POKAZATEL, 2251.862176,    33,    33,      5,      5,  5  0  0  1  0  B2                               ,  4  1  0  1  0  B1                               
  154.445592,    0.000002,3.8725E-01,1.4217E-23,H2O,1H2-16O,POKAZATEL, 2251.695193,    11,    11,      5,      5,  5  1  0  1  0  A2                               ,  4  2  0  1  0  A1                               
  154.475884,    0.000003,6.1408E-01,3.9545E-23,H2O,1H2-16O,POKAZATEL, 2398.381160,    39,    39,      6,      6,  5  2  0  1  0  B2                               ,  4  3  0  1  0  B1                               
  154.533456,    0.000002,7.6044E-01,8.2853E-24,H2O,1H2-16O,POKAZATEL, 2569.507886,    15,    15,      7,      7,  5  3  0  1  0  A2                               ,  4  4  0  1  0  A1                               
  154.648898,    0.000007,4.9749E-01,1.9799E-26,H2O,1H2-16O,POKAZATEL, 3739.518715,    15,    15,      7,      7,  2  6  0  2  0  A1                               ,  1  7  0  2  0  A2                               
  154.737079,    0.000058,1.1124E+00,2.8057E-29,H2O,1H2-16O,POKAZATEL, 5680.546744,   105,   105,     17,     17,  5 12  0  1  0  B2                               ,  4 13  0  1  0  B1                               
  154.832043,    0.000004,5.7175E-01,3.5260E-25,H2O,1H2-16O,POKAZATEL, 3237.917203,    21,    15,      3,      2,  2  1  0  2  0  B1                               ,  1  2  0  2  0  B2                               
  154.864271,    0.000063,5.6719E-01,7.7466E-29,H2O,1H2-16O,POKAZATEL, 5121.600169,    39,    39,      6,      6,  2  5  0  3  0  B1                               ,  1  6  0  3  0  B2                               
  154.878469,    0.000046,1.6572E+00,2.1073E-26,H2O,1H2-16O,POKAZATEL, 4232.184127,    51,    45,      8,      7,  1  8  1  0  0  B2                               ,  0  7  1  0  0  B1                               
  154.935467,    0.000001,8.6553E-01,1.2530E-23,H2O,1H2-16O,POKAZATEL, 2764.697125,    51,    51,      8,      8,  5  4  0  1  0  B2                               ,  4  5  0  1  0  B1                               
  154.972651,    0.000035,1.0344E+00,4.3767E-27,H2O,1H2-16O,POKAZATEL, 4232.384139,    17,    15,      8,      7,  0  8  1  0  0  A1                               ,  1  7  1  0  0  A2                               
  155.178456,    0.000043,1.7035E+00,1.3328E-26,H2O,1H2-16O,POKAZATEL, 4332.911901,    51,    45,      8,      7,  0  8  0  0  1  B2                               ,  1  7  0  0  1  B1                               
  155.252402,    0.000004,7.0990E-01,2.1726E-24,H2O,1H2-16O,POKAZATEL, 2903.145112,    21,    21,     10,     10,  2  8  0  1  0  A1                               ,  1  9  0  1  0  A2                               
  155.280009,    0.000008,1.5061E+00,6.7567E-26,H2O,1H2-16O,POKAZATEL, 3739.518715,    17,    15,      8,      7,  0  8  0  2  0  A1                               ,  1  7  0  2  0  A2                               
  155.285865,    0.000010,2.4816E-03,6.1118E-29,H2O,1H2-16O,POKAZATEL, 4174.037450,    75,    81,     12,     13,  7  6  0  1  0  B2                               ,  4  9  0  1  0  B1                               
  155.337252,    0.000004,8.1587E-04,9.2401E-25,H2O,1H2-16O,POKAZATEL, 1899.007489,    63,    69,     10,     11,  7  4  0  0  0  B2                               ,  4  7  0  0  0  B1                               
  155.371390,    0.000048,1.7105E+00,4.4566E-27,H2O,1H2-16O,POKAZATEL, 4332.773851,    17,    15,      8,      7,  1  8  0  0  1  A1                               ,  0  7  0  0  1  A2                               
  155.563932,    0.000062,3.8567E-01,2.3182E-28,H2O,1H2-16O,POKAZATEL, 4661.426186,    19,    19,      9,      9,  1  8  0  0  1  A1                               ,  0  9  0  0  1  A2                               
  155.730298,    0.000001,7.4741E-01,4.9743E-21,H2O,1H2-16O,POKAZATEL, 1255.911452,    17,    17,      8,      8,  6  2  0  0  0  A1                               ,  5  3  0  0  0  A2                               
